,0
8075,bored
8076,neutral
8077,bored
8078,bored
8079,bored
8080,excited
8081,question
8082,neutral
8083,excited
8084,neutral
8085,question
8086,excited
8087,excited
8088,neutral
8089,neutral
8090,excited
8091,neutral
8092,bored
8093,excited
8094,bored
8095,excited
8096,bored
8097,question
8098,question
8099,bored
8100,excited
8101,neutral
8102,excited
8103,neutral
8104,question
8105,excited
8106,question
8107,question
8108,bored
8109,question
8110,bored
8111,excited
8112,bored
8113,question
8114,excited
8115,neutral
8116,question
8117,excited
8118,question
8119,question
8120,question
8121,neutral
8122,excited
8123,bored
8124,neutral
8125,bored
8126,neutral
8127,neutral
8128,neutral
8129,neutral
8130,neutral
8131,neutral
8132,bored
8133,neutral
8134,excited
8135,bored
8136,question
8137,excited
8138,question
8139,neutral
8140,excited
8141,question
8142,excited
8143,neutral
8144,bored
8145,excited
8146,bored
8147,neutral
8148,neutral
8149,excited
8150,neutral
8151,neutral
8152,bored
8153,bored
8154,neutral
8155,neutral
8156,question
8157,question
8158,question
8159,bored
8160,question
8161,question
8162,bored
8163,excited
8164,neutral
8165,neutral
8166,bored
8167,neutral
8168,excited
8169,neutral
8170,excited
8171,excited
8172,neutral
8173,question
8174,neutral
8175,neutral
8176,neutral
8177,question
8178,neutral
8179,neutral
8180,question
8181,question
8182,bored
8183,neutral
8184,bored
8185,bored
8186,question
8187,excited
8188,question
8189,bored
8190,neutral
8191,question
8192,bored
8193,neutral
8194,question
8195,neutral
8196,excited
8197,excited
8198,neutral
8199,excited
8200,bored
8201,question
8202,excited
8203,neutral
8204,excited
8205,bored
8206,bored
8207,question
8208,neutral
8209,bored
8210,neutral
8211,excited
8212,bored
8213,bored
8214,question
8215,excited
8216,excited
8217,bored
8218,question
8219,bored
8220,excited
8221,question
8222,bored
8223,neutral
8224,excited
8225,excited
8226,excited
8227,bored
8228,excited
8229,question
8230,bored
8231,excited
8232,bored
8233,neutral
8234,neutral
8235,neutral
8236,excited
8237,excited
8238,question
8239,bored
8240,neutral
8241,neutral
8242,neutral
8243,excited
8244,bored
8245,neutral
8246,bored
8247,bored
8248,question
8249,excited
8250,question
8251,neutral
8252,excited
8253,bored
8254,excited
8255,excited
8256,excited
8257,neutral
8258,excited
8259,neutral
8260,bored
8261,question
8262,excited
8263,excited
8264,bored
8265,excited
8266,question
8267,excited
8268,question
8269,neutral
8270,excited
8271,neutral
8272,excited
8273,excited
8274,neutral
8275,neutral
8276,question
8277,excited
8278,excited
8279,excited
8280,excited
8281,excited
8282,excited
8283,question
8284,question
8285,bored
8286,excited
8287,question
8288,excited
8289,bored
8290,excited
8291,neutral
8292,question
8293,bored
8294,question
8295,neutral
8296,neutral
8297,neutral
8298,bored
8299,excited
8300,bored
8301,bored
8302,question
8303,neutral
8304,bored
8305,question
8306,bored
8307,excited
8308,question
8309,question
8310,bored
8311,question
8312,neutral
8313,neutral
8314,question
8315,neutral
8316,excited
8317,bored
8318,question
8319,bored
8320,excited
8321,neutral
8322,bored
8323,bored
8324,excited
8325,question
8326,bored
8327,question
8328,neutral
8329,neutral
8330,neutral
8331,neutral
8332,question
8333,bored
8334,neutral
8335,bored
8336,bored
8337,bored
8338,neutral
8339,bored
8340,bored
8341,neutral
8342,bored
8343,neutral
8344,excited
8345,bored
8346,excited
8347,question
8348,excited
8349,bored
8350,excited
8351,excited
8352,neutral
8353,bored
8354,bored
8355,excited
8356,excited
8357,excited
8358,question
8359,bored
8360,question
8361,question
8362,neutral
8363,question
8364,neutral
8365,bored
8366,question
8367,bored
8368,question
8369,excited
8370,neutral
8371,excited
8372,neutral
8373,excited
8374,excited
8375,neutral
8376,bored
8377,question
8378,question
8379,neutral
8380,question
8381,neutral
8382,neutral
8383,bored
8384,neutral
8385,bored
8386,bored
8387,excited
8388,excited
8389,bored
8390,neutral
8391,bored
8392,question
8393,neutral
8394,bored
8395,neutral
8396,excited
8397,excited
8398,bored
8399,excited
8400,bored
8401,bored
8402,excited
8403,neutral
8404,bored
8405,excited
8406,question
8407,neutral
8408,bored
8409,excited
8410,neutral
8411,neutral
8412,bored
8413,question
8414,excited
8415,excited
8416,question
8417,excited
8418,bored
8419,neutral
8420,neutral
8421,bored
8422,neutral
8423,excited
8424,question
8425,excited
8426,neutral
8427,bored
8428,neutral
8429,bored
8430,neutral
8431,question
8432,bored
8433,question
8434,question
8435,question
8436,question
8437,excited
8438,bored
8439,neutral
8440,question
8441,neutral
8442,bored
8443,question
8444,question
8445,bored
8446,neutral
8447,bored
8448,bored
8449,neutral
8450,question
8451,question
8452,bored
8453,neutral
8454,neutral
8455,neutral
8456,bored
8457,question
8458,bored
8459,excited
8460,excited
8461,excited
8462,excited
8463,bored
8464,excited
8465,neutral
8466,bored
8467,bored
8468,question
8469,question
8470,bored
8471,excited
8472,neutral
8473,excited
8474,bored
8475,excited
8476,question
8477,excited
8478,question
8479,excited
8480,question
8481,question
8482,neutral
8483,bored
8484,bored
8485,neutral
8486,neutral
8487,question
8488,excited
8489,excited
8490,bored
8491,question
8492,bored
8493,bored
8494,bored
8495,question
8496,bored
8497,question
8498,question
8499,bored
8500,question
8501,excited
8502,question
8503,neutral
8504,excited
8505,question
8506,excited
8507,question
8508,excited
8509,neutral
8510,excited
8511,neutral
8512,excited
8513,excited
8514,question
8515,question
8516,question
8517,bored
8518,excited
8519,bored
8520,question
8521,question
8522,question
8523,question
8524,bored
8525,neutral
8526,question
8527,excited
8528,question
8529,excited
8530,question
8531,bored
8532,neutral
8533,question
8534,excited
8535,neutral
8536,bored
8537,question
8538,bored
8539,bored
8540,excited
8541,excited
8542,excited
8543,bored
8544,question
8545,bored
8546,excited
8547,bored
8548,question
8549,question
8550,excited
8551,question
8552,excited
8553,bored
8554,neutral
8555,excited
8556,question
8557,bored
8558,excited
8559,excited
8560,question
8561,question
8562,excited
8563,neutral
8564,excited
8565,bored
8566,neutral
8567,bored
8568,neutral
8569,neutral
8570,excited
8571,bored
8572,bored
8573,question
8574,bored
8575,question
8576,bored
8577,excited
8578,neutral
8579,excited
8580,excited
8581,neutral
8582,neutral
8583,question
8584,bored
8585,bored
8586,question
8587,excited
8588,question
8589,question
8590,bored
8591,neutral
8592,bored
8593,neutral
8594,neutral
8595,neutral
8596,neutral
8597,bored
8598,question
8599,question
8600,bored
8601,neutral
8602,excited
8603,bored
8604,excited
8605,bored
8606,question
8607,neutral
8608,excited
8609,neutral
8610,neutral
8611,bored
8612,bored
8613,neutral
8614,question
8615,neutral
8616,bored
8617,neutral
8618,bored
8619,excited
8620,question
8621,question
8622,question
8623,neutral
8624,bored
8625,question
8626,bored
8627,neutral
8628,excited
8629,question
8630,excited
8631,neutral
8632,question
8633,neutral
8634,neutral
8635,bored
8636,bored
8637,question
8638,neutral
8639,neutral
8640,question
8641,bored
8642,bored
8643,neutral
8644,excited
8645,question
8646,bored
8647,bored
8648,neutral
8649,neutral
8650,neutral
8651,neutral
8652,bored
8653,neutral
8654,neutral
8655,excited
8656,excited
8657,question
8658,question
8659,neutral
8660,neutral
8661,bored
8662,question
8663,bored
8664,question
8665,excited
8666,question
8667,excited
8668,bored
8669,excited
8670,bored
8671,question
8672,excited
8673,neutral
8674,excited
8675,excited
8676,bored
8677,bored
8678,bored
8679,excited
8680,excited
8681,question
8682,question
8683,bored
8684,excited
8685,neutral
8686,excited
8687,excited
8688,bored
8689,neutral
8690,bored
8691,question
8692,bored
8693,bored
8694,neutral
8695,bored
8696,bored
8697,neutral
8698,bored
8699,neutral
8700,neutral
8701,neutral
8702,neutral
8703,excited
8704,bored
8705,question
8706,question
8707,bored
8708,excited
8709,question
8710,neutral
8711,excited
8712,question
8713,excited
8714,neutral
8715,question
8716,excited
8717,excited
8718,question
8719,excited
8720,excited
8721,bored
8722,excited
8723,neutral
8724,excited
8725,bored
8726,bored
8727,question
8728,neutral
8729,neutral
8730,excited
8731,neutral
8732,question
8733,bored
8734,excited
8735,excited
8736,neutral
8737,question
8738,bored
8739,question
8740,neutral
8741,excited
8742,neutral
8743,neutral
8744,bored
8745,question
8746,neutral
8747,bored
8748,question
8749,bored
8750,excited
8751,bored
8752,neutral
8753,question
8754,bored
8755,bored
8756,excited
8757,question
8758,neutral
8759,question
8760,bored
8761,question
8762,bored
8763,neutral
8764,question
8765,excited
8766,question
8767,question
8768,neutral
8769,question
8770,excited
8771,question
8772,neutral
8773,neutral
8774,bored
8775,bored
8776,bored
8777,excited
8778,excited
8779,excited
8780,question
8781,question
8782,question
8783,question
8784,question
8785,excited
8786,neutral
8787,excited
8788,question
8789,excited
8790,excited
8791,bored
8792,neutral
8793,bored
8794,bored
8795,excited
8796,bored
8797,neutral
8798,neutral
8799,neutral
8800,question
8801,excited
8802,neutral
8803,bored
8804,bored
8805,excited
8806,excited
8807,bored
8808,bored
8809,neutral
8810,bored
8811,excited
8812,question
8813,excited
8814,excited
8815,question
8816,excited
8817,excited
8818,question
8819,question
8820,neutral
8821,bored
8822,bored
8823,neutral
8824,bored
8825,bored
8826,neutral
8827,excited
8828,bored
8829,bored
8830,bored
8831,neutral
8832,neutral
8833,excited
8834,neutral
8835,excited
8836,question
8837,bored
8838,excited
8839,excited
8840,excited
8841,neutral
8842,bored
8843,question
8844,bored
8845,question
8846,neutral
8847,neutral
8848,question
8849,bored
8850,bored
8851,bored
8852,neutral
8853,question
8854,question
8855,question
8856,bored
8857,bored
8858,excited
8859,question
8860,question
8861,excited
8862,excited
8863,neutral
8864,question
8865,question
8866,bored
8867,excited
8868,bored
8869,neutral
8870,excited
8871,neutral
8872,question
8873,neutral
8874,excited
8875,excited
8876,question
8877,neutral
8878,question
8879,bored
8880,bored
8881,question
8882,question
8883,bored
8884,bored
8885,neutral
8886,neutral
8887,excited
8888,question
8889,bored
8890,excited
8891,question
8892,neutral
8893,bored
8894,neutral
8895,excited
8896,question
8897,question
8898,question
8899,neutral
8900,bored
8901,bored
8902,question
8903,question
8904,bored
8905,question
8906,neutral
8907,excited
8908,excited
8909,bored
8910,excited
8911,neutral
8912,bored
8913,bored
8914,neutral
8915,excited
8916,bored
8917,bored
8918,excited
8919,bored
8920,question
8921,excited
8922,question
8923,neutral
8924,question
8925,bored
8926,excited
8927,bored
8928,neutral
8929,bored
8930,neutral
8931,question
8932,question
8933,bored
8934,bored
8935,bored
8936,neutral
8937,neutral
8938,question
8939,neutral
8940,neutral
8941,bored
8942,neutral
8943,neutral
8944,question
8945,question
8946,excited
8947,bored
8948,excited
8949,question
8950,excited
8951,bored
8952,question
8953,bored
8954,excited
8955,excited
8956,bored
8957,bored
8958,question
8959,bored
8960,excited
8961,bored
8962,bored
8963,neutral
8964,neutral
8965,question
8966,question
8967,bored
8968,neutral
8969,excited
8970,question
8971,bored
8972,excited
8973,excited
8974,excited
8975,bored
8976,neutral
8977,bored
8978,excited
8979,neutral
8980,excited
8981,excited
8982,question
8983,neutral
8984,bored
8985,question
8986,question
8987,question
8988,bored
8989,excited
8990,bored
8991,question
8992,question
8993,question
8994,excited
8995,question
8996,bored
8997,bored
8998,neutral
8999,question
9000,bored
9001,bored
9002,neutral
9003,excited
9004,question
9005,question
9006,neutral
9007,excited
9008,excited
9009,bored
9010,question
9011,neutral
9012,excited
9013,excited
9014,bored
9015,neutral
9016,neutral
9017,excited
9018,question
9019,question
9020,bored
9021,question
9022,neutral
9023,bored
9024,bored
9025,excited
9026,question
9027,bored
9028,excited
9029,excited
9030,neutral
9031,neutral
9032,excited
9033,excited
9034,question
9035,excited
9036,question
9037,excited
9038,bored
9039,bored
9040,neutral
9041,excited
9042,neutral
9043,question
9044,bored
9045,neutral
9046,neutral
9047,excited
9048,question
9049,excited
9050,neutral
9051,excited
9052,bored
9053,bored
9054,question
9055,excited
9056,bored
9057,question
9058,bored
9059,excited
9060,excited
9061,bored
9062,excited
9063,bored
9064,bored
9065,neutral
9066,bored
9067,neutral
9068,question
9069,question
9070,neutral
9071,neutral
9072,bored
9073,neutral
9074,question
9075,excited
9076,neutral
9077,excited
9078,excited
9079,bored
9080,bored
9081,question
9082,excited
9083,excited
9084,neutral
9085,bored
9086,excited
9087,bored
9088,question
9089,question
9090,excited
9091,question
9092,excited
9093,excited
9094,neutral
9095,excited
9096,bored
9097,neutral
9098,bored
9099,neutral
9100,bored
9101,bored
9102,bored
9103,neutral
9104,bored
9105,bored
9106,question
9107,neutral
9108,excited
9109,question
9110,neutral
9111,neutral
9112,neutral
9113,neutral
9114,question
9115,neutral
9116,bored
9117,neutral
9118,bored
9119,question
9120,bored
9121,neutral
9122,bored
9123,bored
9124,question
9125,neutral
9126,neutral
9127,neutral
9128,neutral
9129,excited
9130,neutral
9131,excited
9132,question
9133,neutral
9134,excited
9135,neutral
9136,bored
9137,question
9138,neutral
9139,excited
9140,excited
9141,question
9142,bored
9143,neutral
9144,excited
9145,neutral
9146,question
9147,bored
9148,bored
9149,question
9150,question
9151,question
9152,excited
9153,excited
9154,question
9155,excited
9156,bored
9157,bored
9158,bored
9159,question
9160,excited
9161,question
9162,neutral
9163,neutral
9164,question
9165,bored
9166,excited
9167,bored
9168,question
9169,neutral
9170,question
9171,bored
9172,bored
9173,bored
9174,excited
9175,excited
9176,excited
9177,excited
9178,neutral
9179,bored
9180,bored
9181,neutral
9182,question
9183,bored
9184,bored
9185,excited
9186,excited
9187,bored
9188,excited
9189,bored
9190,excited
9191,question
9192,question
9193,excited
9194,bored
9195,question
9196,question
9197,bored
9198,excited
9199,excited
9200,neutral
9201,neutral
9202,excited
9203,excited
9204,bored
9205,excited
9206,excited
9207,bored
9208,bored
9209,neutral
9210,question
9211,bored
9212,bored
9213,bored
9214,neutral
9215,question
9216,excited
9217,question
9218,question
9219,neutral
9220,question
9221,bored
9222,excited
9223,bored
9224,bored
9225,excited
9226,neutral
9227,bored
9228,excited
9229,question
9230,question
9231,bored
9232,excited
9233,bored
9234,question
9235,excited
9236,bored
9237,neutral
9238,excited
9239,bored
9240,neutral
9241,bored
9242,excited
9243,bored
9244,question
9245,neutral
9246,neutral
9247,bored
9248,excited
9249,neutral
9250,bored
9251,excited
9252,neutral
9253,excited
9254,question
9255,question
9256,excited
9257,bored
9258,neutral
9259,question
9260,excited
9261,neutral
9262,neutral
9263,excited
9264,neutral
9265,bored
9266,bored
9267,neutral
9268,neutral
